id	measurementType	measurementValue	measurementUnit
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q4CA_2018_RASO_T1_Q4	Percentage cover	7.448484847	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q5CA_2018_RASO_T1_Q5	Percentage cover	5.2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q5CA_2018_RASO_T1_Q5	Percentage cover	61.6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q5CA_2018_RASO_T1_Q5	Percentage cover	4.8	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q5CA_2018_RASO_T1_Q5	Percentage cover	17.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q5CA_2018_RASO_T1_Q5	Percentage cover	11	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	19.200000003	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	32.46666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	2.6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	11.8	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	2.6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	13.33333333	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q6CA_2018_RASO_T1_Q6	Percentage cover	18	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q7CA_2018_RASO_T1_Q7	Percentage cover	22.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q7CA_2018_RASO_T1_Q7	Percentage cover	32	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q7CA_2018_RASO_T1_Q7	Percentage cover	2.6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q7CA_2018_RASO_T1_Q7	Percentage cover	5	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q7CA_2018_RASO_T1_Q7	Percentage cover	15.2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q7CA_2018_RASO_T1_Q7	Percentage cover	22.8	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q8CA_2018_RASO_T1_Q8	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q8CA_2018_RASO_T1_Q8	Percentage cover	19.863636368999998	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q8CA_2018_RASO_T1_Q8	Percentage cover	20.04545455	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q8CA_2018_RASO_T1_Q8	Percentage cover	10.363636363	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q8CA_2018_RASO_T1_Q8	Percentage cover	12.333333332999999	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q8CA_2018_RASO_T1_Q8	Percentage cover	35.21212121	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q9CA_2018_RASO_T1_Q9	Percentage cover	27.212121207	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q9CA_2018_RASO_T1_Q9	Percentage cover	30.48484848	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q9CA_2018_RASO_T1_Q9	Percentage cover	7.696969698	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q9CA_2018_RASO_T1_Q9	Percentage cover	7.696969697	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT1Q9CA_2018_RASO_T1_Q9	Percentage cover	26.90909091	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	15.454545454	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	44.77272727	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	8.348484848	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	4.545454545	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	2.166666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q1CA_2018_RASO_T2_Q1	Percentage cover	22.71212121	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q2CA_2018_RASO_T2_Q2	Percentage cover	2.6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q2CA_2018_RASO_T2_Q2	Percentage cover	12.527272728	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q2CA_2018_RASO_T2_Q2	Percentage cover	51.61818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q2CA_2018_RASO_T2_Q2	Percentage cover	20.29090909	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q2CA_2018_RASO_T2_Q2	Percentage cover	2.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q2CA_2018_RASO_T2_Q2	Percentage cover	10.6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q3CA_2018_RASO_T2_Q3	Percentage cover	6.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q3CA_2018_RASO_T2_Q3	Percentage cover	39.79220779	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q3CA_2018_RASO_T2_Q3	Percentage cover	28.62337662	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q3CA_2018_RASO_T2_Q3	Percentage cover	25.22077922	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q4CA_2018_RASO_T2_Q4	Percentage cover	11.315151515	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q4CA_2018_RASO_T2_Q4	Percentage cover	26.51212121	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q4CA_2018_RASO_T2_Q4	Percentage cover	24.7969697	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q4CA_2018_RASO_T2_Q4	Percentage cover	6.5	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q4CA_2018_RASO_T2_Q4	Percentage cover	30.87575758	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q5CA_2018_RASO_T2_Q5	Percentage cover	6.348484848	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q5CA_2018_RASO_T2_Q5	Percentage cover	46.56060606	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q5CA_2018_RASO_T2_Q5	Percentage cover	34.227272729999996	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q5CA_2018_RASO_T2_Q5	Percentage cover	12.86363636	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q6CA_2018_RASO_T2_Q6	Percentage cover	23.03030303	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q6CA_2018_RASO_T2_Q6	Percentage cover	10.333333334	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q6CA_2018_RASO_T2_Q6	Percentage cover	40.84848485	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q6CA_2018_RASO_T2_Q6	Percentage cover	25.78787879	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q7CA_2018_RASO_T2_Q7	Percentage cover	2.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q7CA_2018_RASO_T2_Q7	Percentage cover	41	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q7CA_2018_RASO_T2_Q7	Percentage cover	13.242424242	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q7CA_2018_RASO_T2_Q7	Percentage cover	13.24242424	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q7CA_2018_RASO_T2_Q7	Percentage cover	30.15151515	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q8CA_2018_RASO_T2_Q8	Percentage cover	6.3636363639999995	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q8CA_2018_RASO_T2_Q8	Percentage cover	24.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q8CA_2018_RASO_T2_Q8	Percentage cover	46.90909091	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q8CA_2018_RASO_T2_Q8	Percentage cover	22.32727273	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q9CA_2018_RASO_T2_Q9	Percentage cover	2.166666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q9CA_2018_RASO_T2_Q9	Percentage cover	6.566666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q9CA_2018_RASO_T2_Q9	Percentage cover	29.13333333	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q9CA_2018_RASO_T2_Q9	Percentage cover	27.23333333	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT2Q9CA_2018_RASO_T2_Q9	Percentage cover	34.9	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q10CA_2018_RASO_T3_Q10	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q10CA_2018_RASO_T3_Q10	Percentage cover	13.490909092	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q10CA_2018_RASO_T3_Q10	Percentage cover	62.58181818	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q10CA_2018_RASO_T3_Q10	Percentage cover	19.56363636	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q10CA_2018_RASO_T3_Q10	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q11CA_2018_RASO_T3_Q11	Percentage cover	4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q11CA_2018_RASO_T3_Q11	Percentage cover	4.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q11CA_2018_RASO_T3_Q11	Percentage cover	69.3	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q11CA_2018_RASO_T3_Q11	Percentage cover	11.633333333	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q11CA_2018_RASO_T3_Q11	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q11CA_2018_RASO_T3_Q11	Percentage cover	8.666666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	21.545454548000002	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	43.689393937	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	7.416666666999999	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	4.166666666999999	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q1CA_2018_RASO_T3_Q1	Percentage cover	19	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q2CA_2018_RASO_T3_Q2	Percentage cover	4.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q2CA_2018_RASO_T3_Q2	Percentage cover	67.93939394	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q2CA_2018_RASO_T3_Q2	Percentage cover	6.333333333	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q2CA_2018_RASO_T3_Q2	Percentage cover	4.166666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q2CA_2018_RASO_T3_Q2	Percentage cover	12.84848485	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q2CA_2018_RASO_T3_Q2	Percentage cover	4.348484848	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	6	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	43.63636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	8.363636364000001	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	12.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	25.27272727	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q3CA_2018_RASO_T3_Q3	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	24.327272724	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	46.29090909	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	2.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	15.527272728	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	7.090909091	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q4CA_2018_RASO_T3_Q4	Percentage cover	2.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q5CA_2018_RASO_T3_Q5	Percentage cover	4.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q5CA_2018_RASO_T3_Q5	Percentage cover	12.530303029999999	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q5CA_2018_RASO_T3_Q5	Percentage cover	54.24242424	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q5CA_2018_RASO_T3_Q5	Percentage cover	4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q5CA_2018_RASO_T3_Q5	Percentage cover	23.04545455	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q5CA_2018_RASO_T3_Q5	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	2.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	7.2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	64.53939394	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	2.166666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	10.581818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	2.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	4.166666667	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q6CA_2018_RASO_T3_Q6	Percentage cover	6.545454545	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q7CA_2018_RASO_T3_Q7	Percentage cover	60.84545455	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q7CA_2018_RASO_T3_Q7	Percentage cover	2.4	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q7CA_2018_RASO_T3_Q7	Percentage cover	30.390909091	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q7CA_2018_RASO_T3_Q7	Percentage cover	6.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q8CA_2018_RASO_T3_Q8	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q8CA_2018_RASO_T3_Q8	Percentage cover	12.696969698	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q8CA_2018_RASO_T3_Q8	Percentage cover	51.712121217	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q8CA_2018_RASO_T3_Q8	Percentage cover	23.227272724000002	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q8CA_2018_RASO_T3_Q8	Percentage cover	2.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q8CA_2018_RASO_T3_Q8	Percentage cover	8.181818182	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q9CA_2018_RASO_T3_Q9	Percentage cover	2	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q9CA_2018_RASO_T3_Q9	Percentage cover	8.948484849	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q9CA_2018_RASO_T3_Q9	Percentage cover	58.44242424	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q9CA_2018_RASO_T3_Q9	Percentage cover	15.715151515	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q9CA_2018_RASO_T3_Q9	Percentage cover	4.363636364	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2018_noronhacagarras2018rasoT3Q9CA_2018_RASO_T3_Q9	Percentage cover	10.53030303	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	2.325581395	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	34.883720929999996	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	32.55813953	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	9.302325581	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	6.976744186	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	2.325581395	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q10CA_2016_RASO_T1_Q10	Percentage cover	11.62790698	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q1CA_2016_RASO_T1_Q1	Percentage cover	6.52173913	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q1CA_2016_RASO_T1_Q1	Percentage cover	41.304347820000004	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q1CA_2016_RASO_T1_Q1	Percentage cover	36.956521742999996	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q1CA_2016_RASO_T1_Q1	Percentage cover	2.173913043	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q1CA_2016_RASO_T1_Q1	Percentage cover	13.04347826	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q2CA_2016_RASO_T1_Q2	Percentage cover	45.65217391	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q2CA_2016_RASO_T1_Q2	Percentage cover	28.26086957	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q2CA_2016_RASO_T1_Q2	Percentage cover	13.04347826	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q2CA_2016_RASO_T1_Q2	Percentage cover	13.04347826	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q3CA_2016_RASO_T1_Q3	Percentage cover	6.382978723	dimensionless
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016rasoT1Q3CA_2016_RASO_T1_Q3	Percentage cover	51.06382979	dimensionless
